index,value_raw,value_centered
4998,235,235
4999,289,289
5000,390,390
5001,390,390
5002,496,496
5003,586,586
5004,696,696
5005,783,783
5006,783,783
5007,933,933
5008,1071,1071
5009,1178,1178
5010,1332,1332
5011,1332,1332
5012,1481,1481
5013,1636,1636
5014,1807,1807
5015,1957,1957
5016,1957,1957
5017,2130,2130
5018,2311,2311
5019,2476,2476
5020,2675,2675
5021,2675,2675
5022,2855,2855
5023,3040,3040
5024,3230,3230
5025,3406,3406
5026,3406,3406
5027,3611,3611
5028,3805,3805
5029,3974,3974
5030,4183,4183
5031,4183,4183
5032,4387,4387
5033,4562,4562
5034,4755,4755
5035,4915,4915
5036,4915,4915
5037,5095,5095
5038,5277,5277
5039,5448,5448
5040,5636,5636
5041,5636,5636
5042,5788,5788
5043,5931,5931
5044,6101,6101
5045,6240,6240
5046,6240,6240
5047,6394,6394
5048,6531,6531
5049,6654,6654
5050,6779,6779
5051,6779,6779
5052,6883,6883
5053,6990,6990
5054,7089,7089
5055,7171,7171
5056,7171,7171
5057,7262,7262
5058,7335,7335
5059,7401,7401
5060,7449,7449
5061,7449,7449
5062,7480,7480
5063,7521,7521
5064,7549,7549
5065,7573,7573
5066,7573,7573
5067,7575,7575
5068,7566,7566
5069,7562,7562
5070,7537,7537
5071,7545,7545
5072,7502,7502
5073,7448,7448
5074,7385,7385
5075,7366,7366
5076,7366,7366
5077,7277,7277
5078,7184,7184
5079,7134,7134
5080,7010,7010
5081,7010,7010
5082,6906,6906
5083,6797,6797
5084,6668,6668
5085,6574,6574
5086,6574,6574
5087,6417,6417
5088,6274,6274
5089,6159,6159
5090,5986,5986
5091,5986,5986
5092,5829,5829
5093,5666,5666
5094,5485,5485
5095,5330,5330
5096,5330,5330
5097,5152,5152
5098,4965,4965
5099,4800,4800
5100,4591,4591
5101,4591,4591
5102,4407,4407
5103,4229,4229
5104,4020,4020
5105,3852,3852
5106,3852,3852
5107,3650,3650
5108,3454,3454
5109,3273,3273
5110,3064,3064
5111,3064,3064
5112,2889,2889
5113,2706,2706
5114,2523,2523
5115,2362,2362
5116,2362,2362
5117,2172,2172
5118,1992,1992
5119,1838,1838
5120,1664,1664
5121,1664,1664
5122,1523,1523
5123,1372,1372
5124,1226,1226
5125,1087,1087
5126,1087,1087
5127,959,959
5128,843,843
5129,724,724
5130,605,605
5131,605,605
5132,510,510
5133,411,411
5134,332,332
5135,241,241
5136,241,241
5137,181,181
5138,129,129
5139,71,71
5140,56,56
5141,56,56
5142,30,30
5143,-10,-10
5144,-17,-17
5145,-42,-42
5146,-42,-42
5147,-24,-24
5148,22,22
5149,16,16
5150,79,79
5151,110,110
5152,184,184
5153,245,245
5154,253,253
5155,317,317
5156,407,407
5157,484,484
5158,574,574
5159,574,574
5160,702,702
5161,805,805
5162,936,936
5163,1068,1068
5164,1068,1068
5165,1195,1195
5166,1360,1360
5167,1496,1496
5168,1647,1647
5169,1647,1647
5170,1824,1824
5171,1960,1960
5172,2141,2141
5173,2326,2326
5174,2326,2326
5175,2505,2505
5176,2686,2686
5177,2851,2851
5178,3029,3029
5179,3037,3037
5180,3247,3247
5181,3427,3427
5182,3630,3630
5183,3820,3820
5184,3820,3820
5185,4011,4011
5186,4218,4218
5187,4391,4391
5188,4564,4564
5189,4564,4564
5190,4752,4752
5191,4932,4932
5192,5123,5123
5193,5306,5306
5194,5306,5306
5195,5480,5480
5196,5648,5648
5197,5800,5800
5198,5972,5972
5199,5972,5972
5200,6120,6120
5201,6269,6269
5202,6410,6410
5203,6528,6528
5204,6528,6528
5205,6654,6654
5206,6785,6785
5207,6911,6911
5208,7015,7015
5209,7015,7015
5210,7101,7101
5211,7187,7187
5212,7273,7273
5213,7336,7336
5214,7336,7336
5215,7398,7398
5216,7434,7434
5217,7481,7481
5218,7531,7531
5219,7531,7531
5220,7553,7553
5221,7576,7576
5222,7565,7565
5223,7553,7553
5224,7553,7553
5225,7559,7559
5226,7520,7520
5227,7495,7495
5228,7458,7458
5229,7458,7458
5230,7385,7385
5231,7361,7361
5232,7277,7277
5233,7175,7175
5234,7175,7175
5235,7102,7102
5236,6991,6991
5237,6909,6909
5238,6798,6798
5239,6798,6798
5240,6676,6676
5241,6559,6559
5242,6401,6401
5243,6261,6261
5244,6261,6261
5245,6124,6124
5246,5963,5963
5247,5820,5820
5248,5661,5661
5249,5661,5661
5250,5465,5465
5251,5328,5328
5252,5122,5122
5253,4947,4947
5254,4947,4947
5255,4765,4765
5256,4565,4565
5257,4411,4411
5258,4209,4209
5259,4209,4209
5260,4001,4001
5261,3835,3835
5262,3626,3626
5263,3440,3440
5264,3448,3448
5265,3256,3256
5266,3056,3056
5267,2874,2874
5268,2685,2685
5269,2685,2685
5270,2498,2498
5271,2333,2333
5272,2163,2163
5273,1969,1969
5274,1969,1969
5275,1815,1815
5276,1658,1658
5277,1518,1518
5278,1351,1351
5279,1351,1351
5280,1204,1204
5281,1063,1063
5282,927,927
5283,819,819
5284,819,819
5285,699,699
5286,586,586
5287,492,492
5288,401,401
5289,409,409
5290,328,328
5291,240,240
5292,168,168
5293,127,127
5294,127,127
5295,68,68
5296,47,47
5297,1,1
5298,-19,-19
5299,-19,-19
5300,-11,-11
5301,-28,-28
5302,-16,-16
5303,17,17
5304,50,50
5305,58,58
5306,74,74
5307,132,132
5308,185,185
5309,251,251
5310,251,251
5311,339,339
5312,396,396
5313,497,497
5314,610,610
5315,610,610
5316,709,709
5317,839,839
5318,944,944
5319,1077,1077
5320,1077,1077
5321,1227,1227
5322,1346,1346
5323,1520,1520
5324,1677,1677
5325,1677,1677
5326,1822,1822
5327,2008,2008
5328,2151,2151
5329,2334,2334
5330,2334,2334
5331,2530,2530
5332,2680,2680
5333,2884,2884
5334,3071,3071
5335,3071,3071
5336,3263,3263
5337,3469,3469
5338,3636,3636
5339,3819,3819
5340,3819,3819
5341,4034,4034
5342,4216,4216
5343,4427,4427
5344,4594,4594
5345,4594,4594
5346,4789,4789
5347,4967,4967
5348,5127,5127
5349,5328,5328
5350,5328,5328
5351,5491,5491
5352,5654,5654
5353,5824,5824
5354,5985,5985
5355,5985,5985
5356,6143,6143
5357,6279,6279
5358,6404,6404
5359,6547,6547
5360,6547,6547
5361,6673,6673
5362,6810,6810
5363,6911,6911
5364,7013,7013
5365,7013,7013
5366,7101,7101
5367,7193,7193
5368,7276,7276
5369,7348,7348
5370,7348,7348
5371,7400,7400
5372,7459,7459
5373,7507,7507
5374,7526,7526
5375,7526,7526
5376,7561,7561
5377,7569,7569
5378,7574,7574
5379,7569,7569
5380,7569,7569
5381,7550,7550
5382,7540,7540
5383,7495,7495
5384,7441,7441
5385,7441,7441
5386,7397,7397
5387,7325,7325
5388,7268,7268
5389,7189,7189
5390,7189,7189
5391,7085,7085
5392,7007,7007
5393,6886,6886
5394,6774,6774
5395,6774,6774
5396,6663,6663
5397,6525,6525
5398,6412,6412
5399,6279,6279
5400,6279,6279
5401,6103,6103
5402,5966,5966
5403,5798,5798
5404,5628,5628
5405,5628,5628
5406,5469,5469
5407,5283,5283
5408,5119,5119
5409,4945,4945
5410,4945,4945
5411,4752,4752
5412,4577,4577
5413,4365,4365
5414,4180,4180
5415,4180,4180
5416,3999,3999
5417,3802,3802
5418,3622,3622
5419,3414,3414
5420,3422,3422
5421,3213,3213
5422,3050,3050
5423,2839,2839
5424,2667,2667
5425,2667,2667
5426,2482,2482
5427,2294,2294
5428,2147,2147
5429,1966,1966
5430,1966,1966
5431,1807,1807
5432,1635,1635
5433,1483,1483
5434,1367,1367
5435,1367,1367
5436,1212,1212
5437,1075,1075
5438,937,937
5439,804,804
5440,804,804
5441,695,695
5442,587,587
5443,488,488
5444,404,404
5445,404,404
5446,322,322
5447,247,247
5448,175,175
5449,104,104
5450,104,104
5451,79,79
5452,28,28
5453,18,18
5454,4,4
5455,4,4
5456,-20,-20
5457,-16,-16
5458,-12,-12
5459,9,9
5460,19,19
5461,36,36
5462,91,91
5463,132,132
5464,180,180
5465,188,188
5466,271,271
5467,314,314
5468,424,424
5469,521,521
5470,521,521
5471,607,607
5472,722,722
5473,829,829
5474,960,960
5475,960,960
5476,1104,1104
5477,1214,1214
5478,1371,1371
5479,1521,1521
5480,1521,1521
5481,1668,1668
5482,1853,1853
5483,1997,1997
5484,2178,2178
5485,2178,2178
5486,2354,2354
5487,2515,2515
5488,2717,2717
5489,2898,2898
5490,2906,2906
5491,3081,3081
5492,3275,3275
5493,3452,3452
5494,3660,3660
5495,3660,3660
5496,3874,3874
5497,4035,4035
5498,4242,4242
5499,4421,4421
5500,4421,4421
5501,4601,4601
5502,4803,4803
5503,4969,4969
5504,5163,5163
5505,5163,5163
5506,5336,5336
5507,5508,5508
5508,5672,5672
5509,5822,5822
5510,5822,5822
5511,5981,5981
5512,6142,6142
5513,6295,6295
5514,6426,6426
5515,6426,6426
5516,6561,6561
5517,6688,6688
5518,6808,6808
5519,6910,6910
5520,6910,6910
5521,7016,7016
5522,7116,7116
5523,7205,7205
5524,7288,7288
5525,7288,7288
5526,7339,7339
5527,7411,7411
5528,7459,7459
5529,7493,7493
5530,7493,7493
5531,7534,7534
5532,7552,7552
5533,7569,7569
5534,7578,7578
5535,7578,7578
5536,7554,7554
5537,7557,7557
5538,7519,7519
5539,7483,7483
5540,7483,7483
5541,7444,7444
5542,7385,7385
5543,7331,7331
5544,7265,7265
5545,7265,7265
5546,7166,7166
5547,7098,7098
5548,6982,6982
5549,6867,6867
5550,6867,6867
5551,6764,6764
5552,6642,6642
5553,6532,6532
5554,6390,6390
5555,6398,6398
5556,6235,6235
5557,6099,6099
5558,5949,5949
5559,5777,5777
5560,5777,5777
5561,5607,5607
5562,5428,5428
5563,5279,5279
5564,5101,5101
5565,5101,5101
5566,4901,4901
5567,4740,4740
5568,4549,4549
5569,4353,4353
5570,4353,4353
5571,4166,4166
5572,3961,3961
5573,3790,3790
5574,3592,3592
5575,3592,3592
5576,3385,3385
5577,3214,3214
5578,3011,3011
5579,2836,2836
5580,2836,2836
5581,2651,2651
5582,2456,2456
5583,2301,2301
5584,2120,2120
5585,2120,2120
5586,1938,1938
5587,1790,1790
5588,1620,1620
5589,1475,1475
5590,1475,1475
5591,1320,1320
5592,1178,1178
5593,1047,1047
5594,909,909
5595,909,909
5596,791,791
5597,680,680
5598,572,572
5599,485,485
5600,485,485
5601,385,385
5602,304,304
5603,229,229
5604,166,166
5605,166,166
5606,112,112
5607,54,54
5608,22,22
5609,17,17
5610,17,17
5611,-20,-20
5612,-25,-25
5613,-21,-21
5614,-10,-10
5615,-10,-10
5616,20,20
5617,24,24
5618,41,41
5619,83,83
5620,148,148
5621,204,204
5622,204,204
5623,286,286
5624,350,350
5625,425,425
5626,545,545
5627,545,545
5628,634,634
5629,750,750
5630,877,877
5631,986,986
5632,986,986
5633,1131,1131
5634,1258,1258
5635,1395,1395
5636,1573,1573
5637,1581,1581
5638,1710,1710
5639,1872,1872
5640,2070,2070
5641,2217,2217
5642,2217,2217
5643,2404,2404
5644,2573,2573
5645,2742,2742
5646,2949,2949
5647,2949,2949
5648,3124,3124
5649,3327,3327
5650,3519,3519
5651,3693,3693
5652,3693,3693
5653,3898,3898
5654,4084,4084
5655,4270,4270
5656,4465,4465
5657,4465,4465
5658,4646,4646
5659,4833,4833
5660,5030,5030
5661,5201,5201
5662,5201,5201
5663,5382,5382
5664,5541,5541
5665,5701,5701
5666,5865,5865
5667,5865,5865
5668,6021,6021
5669,6178,6178
5670,6317,6317
5671,6461,6461
5672,6461,6461
5673,6591,6591
5674,6709,6709
5675,6834,6834
5676,6938,6938
5677,6938,6938
5678,7047,7047
5679,7144,7144
5680,7229,7229
5681,7298,7298
5682,7298,7298
5683,7357,7357
5684,7422,7422
5685,7479,7479
5686,7499,7499
5687,7499,7499
5688,7544,7544
5689,7558,7558
5690,7559,7559
5691,7572,7572
5692,7580,7580
5693,7563,7563
5694,7545,7545
5695,7523,7523
5696,7467,7467
5697,7467,7467
5698,7443,7443
5699,7383,7383
5700,7292,7292
5701,7232,7232
5702,7232,7232
5703,7142,7142
5704,7063,7063
5705,6974,6974
5706,6857,6857
5707,6857,6857
5708,6755,6755
5709,6622,6622
5710,6473,6473
5711,6348,6348
5712,6348,6348
5713,6193,6193
5714,6052,6052
5715,5906,5906
5716,5725,5725
5717,5725,5725
5718,5575,5575
5719,5410,5410
5720,5212,5212
5721,5051,5051
5722,5051,5051
5723,4863,4863
5724,4696,4696
5725,4517,4517
5726,4298,4298
5727,4298,4298
5728,4123,4123
5729,3940,3940
5730,3732,3732
5731,3550,3550
5732,3550,3550
5733,3337,3337
5734,3163,3163
5735,2985,2985
5736,2789,2789
5737,2789,2789
5738,2618,2618
5739,2426,2426
5740,2254,2254
5741,2081,2081
5742,2081,2081
5743,1909,1909
5744,1755,1755
5745,1589,1589
5746,1428,1428
5747,1428,1428
5748,1286,1286
5749,1151,1151
5750,1016,1016
5751,896,896
5752,896,896
5753,760,760
5754,647,647
5755,544,544
5756,456,456
5757,456,456
5758,371,371
5759,279,279
5760,223,223
5761,159,159
5762,159,159
5763,107,107
5764,63,63
5765,17,17
5766,-6,-6
5767,-6,-6
5768,-24,-24
5769,-34,-34
5770,-16,-16
5771,-3,-3
5772,-3,-3
5773,20,20
5774,57,57
5775,106,106
5776,106,106
5777,169,169
5778,204,204
5779,306,306
5780,376,376
5781,376,376
5782,455,455
5783,569,569
5784,662,662
5785,788,788
5786,796,796
5787,908,908
5788,1009,1009
5789,1172,1172
5790,1306,1306
5791,1306,1306
5792,1438,1438
5793,1611,1611
5794,1756,1756
5795,1924,1924
5796,1924,1924
5797,2104,2104
5798,2261,2261
5799,2452,2452
5800,2616,2616
5801,2616,2616
5802,2799,2799
5803,3010,3010
5804,3180,3180
5805,3384,3384
5806,3384,3384
5807,3570,3570
5808,3736,3736
5809,3958,3958
5810,4136,4136
5811,4136,4136
5812,4329,4329
5813,4531,4531
5814,4693,4693
5815,4887,4887
5816,4887,4887
5817,5073,5073
5818,5242,5242
5819,5431,5431
5820,5583,5583
5821,5583,5583
5822,5752,5752
5823,5922,5922
5824,6061,6061
5825,6212,6212
5826,6212,6212
5827,6361,6361
5828,6504,6504
5829,6625,6625
5830,6753,6753
5831,6753,6753
5832,6867,6867
5833,6968,6968
5834,7071,7071
5835,7156,7156
5836,7156,7156
5837,7238,7238
5838,7321,7321
5839,7378,7378
5840,7436,7436
5841,7436,7436
5842,7494,7494
5843,7508,7508
5844,7558,7558
5845,7565,7565
5846,7565,7565
5847,7565,7565
5848,7587,7587
5849,7555,7555
5850,7532,7532
5851,7532,7532
5852,7517,7517
5853,7454,7454
5854,7430,7430
5855,7369,7369
5856,7369,7369
5857,7290,7290
5858,7227,7227
5859,7121,7121
5860,7049,7049
5861,7049,7049
5862,6947,6947
5863,6821,6821
5864,6719,6719
5865,6580,6580
5866,6588,6588
5867,6447,6447
5868,6339,6339
5869,6158,6158
5870,6020,6020
5871,6020,6020
5872,5877,5877
5873,5701,5701
5874,5537,5537
5875,5355,5355
5876,5355,5355
5877,5189,5189
5878,5024,5024
5879,4823,4823
5880,4651,4651
5881,4651,4651
5882,4473,4473
5883,4253,4253
5884,4084,4084
5885,3891,3891
5886,3891,3891
5887,3687,3687
5888,3521,3521
5889,3298,3298
5890,3125,3125
5891,3125,3125
5892,2942,2942
5893,2741,2741
5894,2578,2578
5895,2389,2389
5896,2421,2421
5897,2208,2208
5898,2044,2044
5899,1865,1865
5900,1706,1706
5901,1706,1706
5902,1550,1550
5903,1402,1402
5904,1273,1273
5905,1126,1126
5906,1126,1126
5907,992,992
5908,851,851
5909,736,736
5910,636,636
5911,636,636
5912,529,529
5913,447,447
5914,354,354
5915,270,270
5916,270,270
5917,197,197
5918,144,144
5919,99,99
5920,58,58
5921,58,58
5922,10,10
5923,2,2
5924,-10,-10
5925,-16,-16
5926,-16,-16
5927,-17,-17
5928,-9,-9
5929,28,28
5930,25,25
5931,69,69
5932,123,123
5933,123,123
5934,154,154
5935,238,238
5936,324,324
5937,390,390
5938,390,390
5939,488,488
5940,577,577
5941,679,679
5942,807,807
5943,807,807
5944,916,916
5945,1069,1069
5946,1197,1197
5947,1325,1325
5948,1325,1325
5949,1490,1490
5950,1633,1633
5951,1805,1805
5952,1973,1973
5953,1973,1973
5954,2123,2123
5955,2314,2314
5956,2489,2489
5957,2667,2667
5958,2667,2667
5959,2864,2864
5960,3036,3036
5961,3229,3229
5962,3415,3415
5963,3415,3415
5964,3588,3588
5965,3809,3809
5966,3992,3992
5967,4180,4180
5968,4180,4180
5969,4384,4384
5970,4552,4552
5971,4756,4756
5972,4929,4929
5973,4929,4929
5974,5105,5105
5975,5291,5291
5976,5453,5453
5977,5625,5625
5978,5625,5625
5979,5800,5800
5980,5962,5962
5981,6109,6109
5982,6249,6249
5983,6249,6249
5984,6388,6388
5985,6528,6528
5986,6660,6660
5987,6781,6781
5988,6781,6781
5989,6896,6896
5990,6986,6986
5991,7097,7097
5992,7185,7185
5993,7185,7185
5994,7268,7268
5995,7329,7329
5996,7383,7383
5997,7453,7453
5998,7453,7453
5999,7490,7490
6000,7536,7536
6001,7551,7551
6002,7561,7561
6003,7561,7561
6004,7580,7580
6005,7572,7572
6006,7554,7554
6007,7545,7545
6008,7545,7545
6009,7493,7493
6010,7456,7456
6011,7401,7401
6012,7345,7345
6013,7345,7345
6014,7294,7294
6015,7191,7191
6016,7093,7093
6017,7024,7024
6018,7024,7024
6019,6908,6908
6020,6802,6802
6021,6674,6674
6022,6534,6534
6023,6534,6534
6024,6438,6438
6025,6272,6272
6026,6136,6136
6027,5996,5996
6028,5996,5996
6029,5804,5804
6030,5662,5662
6031,5484,5484
6032,5307,5307
6033,5307,5307
6034,5153,5153
6035,4960,4960
6036,4788,4788
6037,4615,4615
6038,4615,4615
6039,4406,4406
6040,4216,4216
6041,4022,4022
6042,3832,3832
6043,3832,3832
6044,3673,3673
6045,3448,3448
6046,3265,3265
6047,3072,3072
6048,3072,3072
6049,2878,2878
6050,2716,2716
6051,2523,2523
6052,2344,2344
6053,2344,2344
6054,2178,2178
6055,1998,1998
6056,1835,1835
6057,1678,1678
6058,1678,1678
6059,1519,1519
6060,1369,1369
6061,1212,1212
6062,1090,1090
6063,1090,1090
6064,956,956
6065,820,820
6066,714,714
6067,598,598
6068,598,598
6069,498,498
6070,413,413
6071,330,330
6072,258,258
6073,258,258
6074,183,183
6075,125,125
6076,76,76
6077,20,20
6078,28,28
6079,12,12
6080,-14,-14
6081,-23,-23
6082,-8,-8
6083,-8,-8
6084,-14,-14
6085,8,8
6086,31,31
6087,31,31
6088,83,83
6089,138,138
6090,161,161
6091,244,244
6092,252,252
6093,328,328
6094,401,401
6095,510,510
6096,576,576
6097,576,576
6098,692,692
6099,818,818
6100,934,934
6101,1084,1084
6102,1084,1084
6103,1208,1208
6104,1351,1351
6105,1512,1512
6106,1655,1655
6107,1655,1655
6108,1812,1812
6109,1982,1982
6110,2136,2136
6111,2331,2331
6112,2331,2331
6113,2519,2519
6114,2684,2684
6115,2882,2882
6116,3047,3047
6117,3047,3047
6118,3239,3239
6119,3435,3435
6120,3608,3608
6121,3831,3831
6122,3839,3839
6123,4011,4011
6124,4208,4208
6125,4395,4395
6126,4581,4581
6127,4581,4581
6128,4777,4777
6129,4956,4956
6130,5113,5113
6131,5300,5300
6132,5300,5300
6133,5483,5483
6134,5650,5650
6135,5808,5808
6136,5963,5963
6137,5963,5963
6138,6128,6128
6139,6263,6263
6140,6410,6410
6141,6547,6547
6142,6547,6547
6143,6673,6673
6144,6790,6790
6145,6902,6902
6146,6997,6997
6147,6997,6997
6148,7094,7094
6149,7180,7180
6150,7270,7270
6151,7348,7348
6152,7348,7348
6153,7401,7401
6154,7452,7452
6155,7491,7491
6156,7538,7538
6157,7538,7538
6158,7545,7545
6159,7550,7550
6160,7573,7573
6161,7558,7558
6162,7558,7558
6163,7550,7550
6164,7529,7529
6165,7486,7486
6166,7456,7456
6167,7456,7456
6168,7409,7409
6169,7336,7336
6170,7277,7277
6171,7184,7184
6172,7184,7184
6173,7096,7096
6174,7008,7008
6175,6877,6877
6176,6800,6800
6177,6800,6800
6178,6673,6673
6179,6543,6543
6180,6423,6423
6181,6261,6261
6182,6261,6261
6183,6128,6128
6184,5967,5967
6185,5788,5788
6186,5657,5657
6187,5657,5657
6188,5481,5481
6189,5300,5300
6190,5144,5144
6191,4940,4940
6192,4940,4940
6193,4754,4754
6194,4587,4587
6195,4386,4386
6196,4218,4218
6197,4218,4218
6198,4008,4008
6199,3806,3806
6200,3640,3640
6201,3430,3430
6202,3430,3430
6203,3246,3246
6204,3052,3052
6205,2853,2853
6206,2699,2699
6207,2699,2699
6208,2498,2498
6209,2331,2331
6210,2146,2146
6211,1972,1972
6212,1980,1980
6213,1817,1817
6214,1653,1653
6215,1505,1505
6216,1355,1355
6217,1355,1355
6218,1200,1200
6219,1073,1073
6220,930,930
6221,822,822
6222,822,822
6223,710,710
6224,593,593
6225,495,495
6226,395,395
6227,395,395
6228,316,316
6229,240,240
6230,177,177
6231,129,129
6232,129,129
6233,87,87
6234,37,37
6235,21,21
6236,-20,-20
6237,-20,-20
6238,-24,-24
6239,-9,-9
6240,-17,-17
6241,17,17
6242,10,10
6243,40,40
6244,40,40
6245,84,84
6246,124,124
6247,204,204
6248,250,250
6249,250,250
6250,328,328
6251,413,413
6252,493,493
6253,616,616
6254,616,616
6255,725,725
6256,830,830
6257,970,970
6258,1065,1065
6259,1065,1065
6260,1222,1222
6261,1373,1373
6262,1498,1498
6263,1682,1682
6264,1682,1682
6265,1830,1830
6266,2003,2003
6267,2185,2185
6268,2332,2332
6269,2332,2332
6270,2522,2522
6271,2709,2709
6272,2878,2878
6273,3087,3087
6274,3087,3087
6275,3269,3269
6276,3441,3441
6277,3650,3650
6278,3831,3831
6279,3839,3839
6280,4030,4030
6281,4237,4237
6282,4400,4400
6283,4606,4606
6284,4606,4606
6285,4779,4779
6286,4957,4957
6287,5149,5149
6288,5325,5325
6289,5325,5325
6290,5497,5497
6291,5667,5667
6292,5817,5817
6293,5987,5987
6294,5987,5987
6295,6130,6130
6296,6275,6275
6297,6428,6428
6298,6557,6557
6299,6557,6557
6300,6683,6683
6301,6796,6796
6302,6911,6911
6303,7018,7018
6304,7018,7018
6305,7108,7108
6306,7200,7200
6307,7273,7273
6308,7353,7353
6309,7353,7353
6310,7414,7414
6311,7447,7447
6312,7507,7507
6313,7532,7532
6314,7532,7532
6315,7551,7551
6316,7566,7566
6317,7574,7574
6318,7574,7574
6319,7574,7574
6320,7556,7556
6321,7532,7532
6322,7494,7494
6323,7452,7452
6324,7452,7452
6325,7387,7387
6326,7330,7330
6327,7248,7248
6328,7200,7200
6329,7200,7200
6330,7105,7105
6331,6989,6989
6332,6902,6902
6333,6774,6774
6334,6774,6774
6335,6645,6645
6336,6536,6536
6337,6385,6385
6338,6264,6264
6339,6264,6264
6340,6117,6117
6341,5944,5944
6342,5812,5812
6343,5622,5622
6344,5622,5622
6345,5456,5456
6346,5279,5279
6347,5092,5092
6348,4939,4939
6349,4939,4939
6350,4745,4745
6351,4547,4547
6352,4390,4390
6353,4178,4178
6354,4178,4178
6355,3992,3992
6356,3812,3812
6357,3600,3600
6358,3414,3414
6359,3414,3414
6360,3223,3223
6361,3029,3029
6362,2854,2854
6363,2668,2668
6364,2668,2668
6365,2489,2489
6366,2316,2316
6367,2127,2127
6368,1967,1967
6369,1967,1967
6370,1794,1794
6371,1631,1631
6372,1488,1488
6373,1336,1336
6374,1336,1336
6375,1191,1191
6376,1069,1069
6377,921,921
6378,802,802
6379,802,802
6380,687,687
6381,587,587
6382,492,492
6383,388,388
6384,388,388
6385,310,310
6386,237,237
6387,181,181
6388,115,115
6389,115,115
6390,69,69
6391,31,31
6392,-7,-7
6393,-11,-11
6394,-3,-3
6395,-17,-17
6396,-20,-20
6397,-9,-9
6398,10,10
6399,17,17
6400,54,54
6401,83,83
6402,138,138
6403,181,181
6404,181,181
6405,253,253
6406,341,341
6407,405,405
6408,508,508
6409,508,508
6410,616,616
6411,722,722
6412,851,851
6413,945,945
6414,945,945
6415,1096,1096
6416,1252,1252
6417,1367,1367
6418,1536,1536
6419,1536,1536
6420,1683,1683
6421,1841,1841
6422,2028,2028
6423,2178,2178
6424,2178,2178
6425,2366,2366
6426,2553,2553
6427,2704,2704
6428,2911,2911
6429,2911,2911
6430,3089,3089
6431,3287,3287
6432,3485,3485
6433,3657,3657
6434,3657,3657
6435,3862,3862
6436,4051,4051
6437,4226,4226
6438,4432,4432
6439,4432,4432
6440,4615,4615
6441,4801,4801
6442,4989,4989
6443,5155,5155
6444,5155,5155
6445,5349,5349
6446,5510,5510
6447,5668,5668
6448,5846,5846
6449,5846,5846
6450,5996,5996
6451,6149,6149
6452,6305,6305
6453,6432,6432
6454,6432,6432
6455,6566,6566
6456,6690,6690
6457,6808,6808
6458,6921,6921
6459,6921,6921
6460,7019,7019
6461,7119,7119
6462,7209,7209
6463,7299,7299
6464,7299,7299
6465,7351,7351
6466,7393,7393
6467,7461,7461
6468,7496,7496
6469,7496,7496
6470,7545,7545
6471,7565,7565
6472,7559,7559
6473,7578,7578
6474,7578,7578
6475,7579,7579
6476,7547,7547
6477,7527,7527
6478,7479,7479
6479,7479,7479
6480,7440,7440
6481,7382,7382
6482,7313,7313
6483,7271,7271
6484,7271,7271
6485,7172,7172
6486,7074,7074
6487,6996,6996
6488,6882,6882
6489,6882,6882
6490,6767,6767
6491,6641,6641
6492,6501,6501
6493,6398,6398
6494,6398,6398
6495,6254,6254
6496,6090,6090
6497,5947,5947
6498,5769,5769
6499,5769,5769
6500,5605,5605
6501,5446,5446
6502,5258,5258
6503,5114,5114
6504,5114,5114
6505,4913,4913
6506,4724,4724
6507,4553,4553
6508,4350,4350
6509,4350,4350
6510,4167,4167
6511,3976,3976
6512,3778,3778
6513,3610,3610
6514,3610,3610
6515,3398,3398
6516,3192,3192
6517,3025,3025
6518,2824,2824
6519,2824,2824
6520,2658,2658
6521,2470,2470
6522,2278,2278
6523,2124,2124
6524,2124,2124
6525,1953,1953
6526,1782,1782
6527,1625,1625
6528,1463,1463
6529,1463,1463
6530,1315,1315
6531,1183,1183
6532,1047,1047
6533,917,917
6534,925,925
6535,793,793
6536,679,679
6537,561,561
6538,478,478
6539,478,478
6540,389,389
6541,303,303
6542,233,233
6543,158,158
6544,158,158
6545,109,109
6546,77,77
6547,31,31
6548,11,11
6549,11,11
6550,-1,-1
6551,-20,-20
6552,-4,-4
6553,-23,-23
6554,-23,-23
6555,6,6
6556,41,41
6557,92,92
6558,148,148
6559,148,148
6560,187,187
6561,269,269
6562,332,332
6563,414,414
6564,414,414
6565,530,530
6566,605,605
6567,740,740
6568,863,863
6569,863,863
6570,970,970
6571,1117,1117
6572,1230,1230
6573,1381,1381
6574,1389,1389
6575,1545,1545
6576,1685,1685
6577,1858,1858
6578,2032,2032
6579,2032,2032
6580,2198,2198
6581,2386,2386
6582,2544,2544
6583,2728,2728
6584,2728,2728
6585,2933,2933
6586,3098,3098
6587,3301,3301
6588,3498,3498
6589,3498,3498
6590,3683,3683
6591,3877,3877
6592,4051,4051
6593,4247,4247
6594,4247,4247
6595,4444,4444
6596,4620,4620
6597,4818,4818
6598,5001,5001
6599,5001,5001
6600,5177,5177
6601,5363,5363
6602,5519,5519
6603,5685,5685
6604,5693,5693
6605,5853,5853
6606,6003,6003
6607,6157,6157
6608,6297,6297
6609,6297,6297
6610,6443,6443
6611,6582,6582
6612,6699,6699
6613,6821,6821
6614,6821,6821
6615,6925,6925
6616,7022,7022
6617,7131,7131
6618,7200,7200
6619,7200,7200
6620,7297,7297
6621,7357,7357
6622,7413,7413
6623,7463,7463
6624,7463,7463
6625,7490,7490
